Node,Group,UpBinRatio
A2M,ACC,0.6923076923076923
A2M,BLCA,0.47858942065491183
A2M,BRCA,0.8236380424746076
A2M,CESC,0.12040133779264214
A2M,CHOL,0.6571428571428571
A2M,COAD,0.2947845804988662
A2M,ESCA,0.49710982658959535
A2M,GBM,0.974025974025974
A2M,HNSC,0.245136186770428
A2M,KICH,0.5384615384615384
A2M,KIRC,0.9689320388349515
A2M,KIRP,0.5125448028673835
A2M,LGG,0.8501945525291829
A2M,LIHC,0.9226519337016574
A2M,LUAD,0.9037199124726477
A2M,LUSC,0.551440329218107
A2M,MESO,0.6144578313253012
A2M,OV,0.3828996282527881
A2M,PAAD,0.9271523178807947
A2M,PCPG,0.7134831460674157
A2M,PRAD,0.7950617283950617
A2M,READ,0.3141025641025641
A2M,SARC,0.8834080717488789
A2M,SKCM,0.8252427184466019
A2M,STAD,0.7877237851662404
A2M,TGCT,0.8120805369127517
A2M,THCA,0.796
A2M,UCEC,0.5321969696969697
A2M,UCS,0.6491228070175439
A2M,UVM,0.9875
AANAT,ACC,0.32051282051282054
AANAT,BLCA,0.6045340050377834
AANAT,BRCA,0.49122807017543857
AANAT,CESC,0.7566666666666667
AANAT,CHOL,0.6857142857142857
AANAT,COAD,0.5668934240362812
AANAT,ESCA,0.7109826589595376
AANAT,GBM,0.9805194805194806
AANAT,HNSC,0.7023346303501945
AANAT,KICH,0.6461538461538462
AANAT,KIRC,0.7514563106796116
AANAT,KIRP,0.8781362007168458
AANAT,LGG,0.9902723735408561
AANAT,LIHC,0.35082872928176795
AANAT,LUAD,0.6258205689277899
AANAT,LUSC,0.7469135802469136
AANAT,MESO,0.7710843373493976
AANAT,OV,0.8066914498141264
AANAT,PAAD,0.6622516556291391
AANAT,PCPG,0.8089887640449438
AANAT,PRAD,0.5061728395061729
AANAT,READ,0.6217948717948718
AANAT,SARC,0.57847533632287
AANAT,SKCM,0.8058252427184466
AANAT,STAD,0.5
AANAT,TGCT,0.9798657718120806
AANAT,THCA,0.774
AANAT,UCEC,0.6553030303030303
AANAT,UCS,0.8245614035087719
AANAT,UVM,0.775
ABCA1,ACC,0.6025641025641025
ABCA1,BLCA,0.6272040302267002
ABCA1,BRCA,0.5955678670360111
ABCA1,CESC,0.49
ABCA1,CHOL,0.2
ABCA1,COAD,0.24772727272727274
ABCA1,ESCA,0.7341040462427746
ABCA1,GBM,0.9805194805194806
ABCA1,HNSC,0.7801556420233463
ABCA1,KICH,0.7384615384615385
ABCA1,KIRC,0.9631067961165048
ABCA1,KIRP,0.8888888888888888
